leaid	FIPST	STNAME	LEANAME07	cbsaID07	cbsaNAME07	cbsaAREA07
3905020	39	Ohio	LORDSTOWN LOCAL	49660	Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area	23.133785562
3905021	39	Ohio	MAPLEWOOD LOCAL	49660	Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area	69.513532109
3905022	39	Ohio	MCDONALD LOCAL	49660	Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area	2.2423073003
3905023	39	Ohio	SOUTHINGTON LOCAL	49660	Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area	26.236364029
3905024	39	Ohio	LABRAE LOCAL	49660	Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area	35.946123689
3905025	39	Ohio	WEATHERSFIELD LOCAL	49660	Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area	11.82139145
3905026	39	Ohio	TUSC-CARROLL-HARRISON EDUC SRV	N	N	-2
3905027	39	Ohio	GARAWAY LOCAL	O	O	2.0847749102
3905027	39	Ohio	GARAWAY LOCAL	18740	Coshocton, OH Micropolitan Statistical Area	16.855739872
3905027	39	Ohio	GARAWAY LOCAL	35420	New Philadelphia-Dover, OH Micropolitan Statistical Area	90.099164938
3905028	39	Ohio	INDIAN VALLEY LOCAL	35420	New Philadelphia-Dover, OH Micropolitan Statistical Area	123.786516
3905029	39	Ohio	STRASBURG-FRANKLIN LOCAL	35420	New Philadelphia-Dover, OH Micropolitan Statistical Area	21.643486765
3905030	39	Ohio	TUSCARAWAS VALLEY LOCAL	15940	Canton-Massillon, OH Metropolitan Statistical Area	13.512449092
3905030	39	Ohio	TUSCARAWAS VALLEY LOCAL	35420	New Philadelphia-Dover, OH Micropolitan Statistical Area	80.919058312
3905032	39	Ohio	FAIRBANKS LOCAL	18140	Columbus, OH Metropolitan Statistical Area	133.7367872
3905033	39	Ohio	NORTH UNION LOCAL	18140	Columbus, OH Metropolitan Statistical Area	157.93414255
3905035	39	Ohio	CRESTVIEW LOCAL	46780	Van Wert, OH Micropolitan Statistical Area	127.78413761
3905039	39	Ohio	VINTON COUNTY LOCAL	38580	Point Pleasant, WV-OH Micropolitan Statistical Area	1.0122205199
3905039	39	Ohio	VINTON COUNTY LOCAL	O	O	412.08575947
3905040	39	Ohio	WARREN COUNTY EDUCATIONAL SERVICE CENTER	N	N	-2
3905041	39	Ohio	CARLISLE LOCAL	19380	Dayton, OH Metropolitan Statistical Area	3.2870522952
3905041	39	Ohio	CARLISLE LOCAL	17140	Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area	7.5409368692
3905042	39	Ohio	SPRINGBORO COMMUNITY CITY	19380	Dayton, OH Metropolitan Statistical Area	0.2109036799
3905042	39	Ohio	SPRINGBORO COMMUNITY CITY	17140	Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area	38.098571499
3905043	39	Ohio	KINGS LOCAL	17140	Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area	21.127133408
3905044	39	Ohio	LITTLE MIAMI LOCAL	17140	Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area	100.27183755
3905045	39	Ohio	MASON CITY	17140	Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area	25.281388562
3905046	39	Ohio	WAYNE LOCAL	19380	Dayton, OH Metropolitan Statistical Area	0.7466053897
3905046	39	Ohio	WAYNE LOCAL	17140	Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area	46.406859028
3905047	39	Ohio	WASHINGTON	N	N	-2
3905048	39	Ohio	FORT FRYE LOCAL	O	O	32.53813647
3905048	39	Ohio	FORT FRYE LOCAL	37620	Parkersburg-Marietta-Vienna, WV-OH Metropolitan Statistical Area	101.43846304
3905049	39	Ohio	FRONTIER LOCAL	37620	Parkersburg-Marietta-Vienna, WV-OH Metropolitan Statistical Area	161.45714884
3905051	39	Ohio	WOLF CREEK LOCAL	37620	Parkersburg-Marietta-Vienna, WV-OH Metropolitan Statistical Area	72.996770641
3905052	39	Ohio	TRI-COUNTY	N	N	-2
3905053	39	Ohio	CHIPPEWA LOCAL	49300	Wooster, OH Micropolitan Statistical Area	29.88919524
3905054	39	Ohio	DALTON LOCAL	49300	Wooster, OH Micropolitan Statistical Area	43.186469976
3905055	39	Ohio	GREEN LOCAL	49300	Wooster, OH Micropolitan Statistical Area	52.36760402
3905056	39	Ohio	NORTH CENTRAL LOCAL	17460	Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area	7.2283412124
3905056	39	Ohio	NORTH CENTRAL LOCAL	49300	Wooster, OH Micropolitan Statistical Area	70.718151204
3905058	39	Ohio	SOUTHEAST LOCAL	15940	Canton-Massillon, OH Metropolitan Statistical Area	0.0310850861
3905058	39	Ohio	SOUTHEAST LOCAL	O	O	28.47625433
3905058	39	Ohio	SOUTHEAST LOCAL	49300	Wooster, OH Micropolitan Statistical Area	89.144089085
3905059	39	Ohio	TRIWAY LOCAL	O	O	2.3778260749
3905059	39	Ohio	TRIWAY LOCAL	49300	Wooster, OH Micropolitan Statistical Area	93.377945767
3905061	39	Ohio	EDGERTON LOCAL	19580	Defiance, OH Micropolitan Statistical Area	17.041419497
3905061	39	Ohio	EDGERTON LOCAL	O	O	51.858923671
3905062	39	Ohio	EDON-NORTHWEST LOCAL	O	O	78.26617189
3905063	39	Ohio	MILLCREEK-WEST UNITY LOCAL	O	O	53.973503352
3905064	39	Ohio	NORTH CENTRAL LOCAL	O	O	77.045578976
3905065	39	Ohio	STRYKER LOCAL	O	O	50.523598565
3905066	39	Ohio	WOOD	N	N	-2
3905067	39	Ohio	EASTWOOD LOCAL	45780	Toledo, OH Metropolitan Statistical Area	104.11449049
3905068	39	Ohio	ELMWOOD LOCAL	22300	Findlay, OH Micropolitan Statistical Area	4.170020865
3905068	39	Ohio	ELMWOOD LOCAL	45780	Toledo, OH Metropolitan Statistical Area	103.14190143
3905069	39	Ohio	LAKE LOCAL	45780	Toledo, OH Metropolitan Statistical Area	36.738170602
3905070	39	Ohio	NORTH BALTIMORE LOCAL	22300	Findlay, OH Micropolitan Statistical Area	0.2717070504
3905070	39	Ohio	NORTH BALTIMORE LOCAL	45780	Toledo, OH Metropolitan Statistical Area	36.827503448
3905071	39	Ohio	NORTHWOOD LOCAL	45780	Toledo, OH Metropolitan Statistical Area	7.7311999129
3905072	39	Ohio	OTSEGO LOCAL	O	O	5.5976761282
3905072	39	Ohio	OTSEGO LOCAL	45780	Toledo, OH Metropolitan Statistical Area	94.351709352
3905074	39	Ohio	MOHAWK LOCAL	15340	Bucyrus, OH Micropolitan Statistical Area	8.2070206503
3905074	39	Ohio	MOHAWK LOCAL	O	O	59.053106038
3905074	39	Ohio	MOHAWK LOCAL	45660	Tiffin, OH Micropolitan Statistical Area	59.504916625
3905077	39	Ohio	APOLLO	N	N	-2
3905079	39	Ohio	SOUTHERN HILLS	N	N	-2
3905081	39	Ohio	ASHTABULA COUNTY	N	N	-2
3905085	39	Ohio	BELMONT-HARRISON	N	N	-2
3905088	39	Ohio	BUTLER TECHNOLOGY & CAREER DEVELOPMENT SCHOOLS	N	N	-2
3905090	39	Ohio	COLUMBIANA COUNTY	N	N	-2
3905092	39	Ohio	CUYAHOGA VALLEY CAREER CENTER	N	N	-2
3905094	39	Ohio	POLARIS	N	N	-2
3905096	39	Ohio	FOUR COUNTY	N	N	-2
3905098	39	Ohio	DELAWARE AREA CAREER CENTER	N	N	-2
3905100	39	Ohio	EASTLAND-FAIRFIELD CAREER/TECH	N	N	-2
3905102	39	Ohio	EHOVE	N	N	-2
3905104	39	Ohio	GREENE COUNTY JT VOC SD	N	N	-2
3905106	39	Ohio	GREAT OAKS INST OF TECHNOLOGY	N	N	-2
3905112	39	Ohio	JEFFERSON COUNTY	N	N	-2
3905114	39	Ohio	KNOX COUNTY	N	N	-2
3905116	39	Ohio	AUBURN	N	N	-2
3905118	39	Ohio	LAWRENCE COUNTY	N	N	-2
3905120	39	Ohio	CAREER AND TECHNOLOGY EDUCATIONAL CENTERS	N	N	-2
3905122	39	Ohio	LORAIN COUNTY	N	N	-2
3905124	39	Ohio	MAHONING CO CAREER & TECH CTR	N	N	-2
3905128	39	Ohio	MIAMI VALLEY CAREER TECH	N	N	-2
3905130	39	Ohio	MID-EAST CAREER AND TECHNOLOGY CENTERS	N	N	-2
3905133	39	Ohio	OHIO HI-POINT CAREER CENTER	N	N	-2
3905135	39	Ohio	PENTA CAREER CENTER	N	N	-2
3905137	39	Ohio	PIKE COUNTY AREA	N	N	-2
3905139	39	Ohio	MAPLEWOOD CAREER CENTER	N	N	-2
3905141	39	Ohio	PIONEER CAREER & TECHNOLOGY	N	N	-2
3905143	39	Ohio	PICKAWAY-ROSS COUNTY JVSD	N	N	-2
3905145	39	Ohio	VANGUARD-SENTINEL	N	N	-2
3905147	39	Ohio	WARREN COUNTY	N	N	-2
3905149	39	Ohio	SCIOTO COUNTY JOINT VOCATIONAL SCHOOL	N	N	-2
3905153	39	Ohio	SPRINGFIELD-CLARK COUNTY	N	N	-2
3905160	39	Ohio	TRI-COUNTY	N	N	-2
3905163	39	Ohio	TRUMBULL CAREER & TECH CTR	N	N	-2
3905165	39	Ohio	BUCKEYE	N	N	-2
3905167	39	Ohio	VANTAGE	N	N	-2
3905169	39	Ohio	WASHINGTON COUNTY	N	N	-2
3905171	39	Ohio	WAYNE COUNTY JVSD	N	N	-2
3906190	39	Ohio	ADAMS COUNTY/OHIO VALLEY LOCAL	O	O	488.18390355
3906202	39	Ohio	STARK COUNTY AREA	N	N	-2
3906204	39	Ohio	ASHLAND COUNTY-WEST HOLMES	N	N	-2
3906206	39	Ohio	GALLIA-JACKSON-VINTON	N	N	-2
3906210	39	Ohio	MEDINA COUNTY	N	N	-2
3906212	39	Ohio	UPPER VALLEY	N	N	-2
3906280	39	Ohio	U S GRANT	N	N	-2
3906349	39	Ohio	PORTAGE LAKES	N	N	-2
3906351	39	Ohio	TOLLES CAREER & TECHNICAL CENTER	N	N	-2
3906496	39	Ohio	COLLEGE CORNER LOCAL	17140	Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area	1.5906440493
3906496	39	Ohio	COLLEGE CORNER LOCAL	19380	Dayton, OH Metropolitan Statistical Area	7.6385072054
3906522	39	Ohio	COSHOCTON COUNTY	N	N	-2
3906526	39	Ohio	TRI-RIVERS	N	N	-2
3906568	39	Ohio	GALLIA COUNTY LOCAL	O	O	16.854969598
3906568	39	Ohio	GALLIA COUNTY LOCAL	38580	Point Pleasant, WV-OH Micropolitan Statistical Area	363.41449922
3906968	39	Ohio	EAST GUERNSEY LOCAL	15740	Cambridge, OH Micropolitan Statistical Area	236.26549274
3910000	39	Ohio	FINDLAY CITY	22300	Findlay, OH Micropolitan Statistical Area	30.539076243
3910001	39	Ohio	VAN BUREN LOCAL	22300	Findlay, OH Micropolitan Statistical Area	48.20202526
3910002	39	Ohio	ARCADIA LOCAL	22300	Findlay, OH Micropolitan Statistical Area	60.5135796
3910003	39	Ohio	SIDNEY CITY	43380	Sidney, OH Micropolitan Statistical Area	64.508589615
3910004	39	Ohio	ANNA LOCAL	43380	Sidney, OH Micropolitan Statistical Area	67.961522988
3910005	39	Ohio	JACKSON CENTER LOCAL	47540	Wapakoneta, OH Micropolitan Statistical Area	3.1995403068
3910005	39	Ohio	JACKSON CENTER LOCAL	13340	Bellefontaine, OH Micropolitan Statistical Area	6.3547769333
3910005	39	Ohio	JACKSON CENTER LOCAL	43380	Sidney, OH Micropolitan Statistical Area	37.95232449
3910006	39	Ohio	SALEM CITY	20620	East Liverpool-Salem, OH Micropolitan Statistical Area	18.183474981
3910007	39	Ohio	LEETONIA EXEMPTED VILLAGE	49660	Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area	0.8061701444
3910007	39	Ohio	LEETONIA EXEMPTED VILLAGE	20620	East Liverpool-Salem, OH Micropolitan Statistical Area	21.232475208
3910008	39	Ohio	CRESTLINE EXEMPTED VILLAGE	31900	Mansfield, OH Metropolitan Statistical Area	7.4331012344
3910008	39	Ohio	CRESTLINE EXEMPTED VILLAGE	15340	Bucyrus, OH Micropolitan Statistical Area	12.321689135
3910009	39	Ohio	SHELBY CITY	31900	Mansfield, OH Metropolitan Statistical Area	59.726630008
3910010	39	Ohio	MIAMI TRACE LOCAL	48940	Wilmington, OH Micropolitan Statistical Area	0.0418341707
3910010	39	Ohio	MIAMI TRACE LOCAL	17060	Chillicothe, OH Micropolitan Statistical Area	1.1841815483
3910010	39	Ohio	MIAMI TRACE LOCAL	18140	Columbus, OH Metropolitan Statistical Area	10.163867168
3910010	39	Ohio	MIAMI TRACE LOCAL	47920	Washington Court House, OH Micropolitan Statistical Area	388.32793318
3910011	39	Ohio	WASHINGTON COURT HOUSE CITY	47920	Washington Court House, OH Micropolitan Statistical Area	5.4199583164
3910012	39	Ohio	MOUNT VERNON CITY	34540	Mount Vernon, OH Micropolitan Statistical Area	143.67000272
3910013	39	Ohio	EAST KNOX LOCAL	18740	Coshocton, OH Micropolitan Statistical Area	2.4426190392
3910013	39	Ohio	EAST KNOX LOCAL	18140	Columbus, OH Metropolitan Statistical Area	8.7117739542
3910013	39	Ohio	EAST KNOX LOCAL	34540	Mount Vernon, OH Micropolitan Statistical Area	95.416766024
3910014	39	Ohio	PAINESVILLE TOWNSHIP LOCAL	17460	Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area	62.659088382
3910015	39	Ohio	PAINESVILLE LOCAL	17460	Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area	4.8911751715
3910016	39	Ohio	ORANGE CITY	17460	Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area	24.681760688
3910017	39	Ohio	BEDFORD CITY	17460	Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area	19.729261294
3910018	39	Ohio	WARREN LOCAL	11900	Athens, OH Micropolitan Statistical Area	3.1366627953
3910018	39	Ohio	WARREN LOCAL	37620	Parkersburg-Marietta-Vienna, WV-OH Metropolitan Statistical Area	191.60232905
3910019	39	Ohio	MARIETTA CITY	37620	Parkersburg-Marietta-Vienna, WV-OH Metropolitan Statistical Area	69.522571533
3910020	39	Ohio	CLYDE-GREEN SPRINGS EXEMPTED VILLAGE	45660	Tiffin, OH Micropolitan Statistical Area	21.310108001
3910020	39	Ohio	CLYDE-GREEN SPRINGS EXEMPTED VILLAGE	23380	Fremont, OH Micropolitan Statistical Area	45.482040071
3910021	39	Ohio	OLD FORT LOCAL	23380	Fremont, OH Micropolitan Statistical Area	7.231921924
3910021	39	Ohio	OLD FORT LOCAL	45660	Tiffin, OH Micropolitan Statistical Area	39.207682816
3910022	39	Ohio	LINCOLNVIEW LOCAL	46780	Van Wert, OH Micropolitan Statistical Area	144.77158929
3910023	39	Ohio	VAN WERT CITY	46780	Van Wert, OH Micropolitan Statistical Area	70.418999239
3910024	39	Ohio	UPPER SANDUSKY EXEMPTED VILLAGE	15340	Bucyrus, OH Micropolitan Statistical Area	0.5804938092
3910024	39	Ohio	UPPER SANDUSKY EXEMPTED VILLAGE	32020	Marion, OH Micropolitan Statistical Area	8.21581683
3910024	39	Ohio	UPPER SANDUSKY EXEMPTED VILLAGE	O	O	203.74466793
3910025	39	Ohio	KENTON CITY	O	O	119.07320381
3910026	39	Ohio	CLAY LOCAL	39020	Portsmouth, OH Micropolitan Statistical Area	21.611897044
3910027	39	Ohio	PORTSMOUTH CITY	39020	Portsmouth, OH Micropolitan Statistical Area	15.205357708
3910028	39	Ohio	RITTMAN EXEMPTED VILLAGE	17460	Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area	0.689973081
3910028	39	Ohio	RITTMAN EXEMPTED VILLAGE	49300	Wooster, OH Micropolitan Statistical Area	9.5765922468
3910029	39	Ohio	WADSWORTH CITY	17460	Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area	32.042248072
3910030	39	Ohio	CELINA CITY	16380	Celina, OH Micropolitan Statistical Area	136.20017506
3910031	39	Ohio	MARION LOCAL	47540	Wapakoneta, OH Micropolitan Statistical Area	3.8890566288
3910031	39	Ohio	MARION LOCAL	24820	Greenville, OH Micropolitan Statistical Area	7.0009289618
3910031	39	Ohio	MARION LOCAL	16380	Celina, OH Micropolitan Statistical Area	42.860157653
3910032	39	Ohio	WOOSTER CITY	49300	Wooster, OH Micropolitan Statistical Area	41.426908156
3910033	39	Ohio	NORTHWESTERN LOCAL	11740	Ashland, OH Micropolitan Statistical Area	8.6168816226
3910033	39	Ohio	NORTHWESTERN LOCAL	49300	Wooster, OH Micropolitan Statistical Area	83.103574997
4000013	40	Oklahoma	TIMBERLAKE	21420	Enid, OK Micropolitan Statistical Area	2.2274249919
4000013	40	Oklahoma	TIMBERLAKE	O	O	384.88782226
4000014	40	Oklahoma	BURNS FLAT-DILL CITY	O	O	131.50077761
4000015	40	Oklahoma	THOMAS-FAY-CUSTER UNIFIED DIST	O	O	462.73502812
4000018	40	Oklahoma	(ILC) POOLED INVESTMENT	N	N	-2
4000020	40	Oklahoma	FRONTIER	46140	Tulsa, OK Metropolitan Statistical Area	5.9928825925
4000020	40	Oklahoma	FRONTIER	38620	Ponca City, OK Micropolitan Statistical Area	7.9164872579
4000020	40	Oklahoma	FRONTIER	O	O	246.10827618
4000021	40	Oklahoma	OKLAHOMA UNION	12780	Bartlesville, OK Micropolitan Statistical Area	8.9649461696
4000021	40	Oklahoma	OKLAHOMA UNION	O	O	297.66739151
4000022	40	Oklahoma	(ILC) GARFIELD COUNTY	N	N	-2
4000023	40	Oklahoma	(ILC) MCCURTAIN COUNTY/MCCARE	N	N	-2
4000025	40	Oklahoma	(ILC) OSAGE COUNTY	N	N	-2
4000026	40	Oklahoma	(ILC) SEMINOLE COUNTY	N	N	-2
4000027	40	Oklahoma	(ILC) TRI-COUNTY	N	N	-2
4000028	40	Oklahoma	(ILC) ATOKA-COAL COUNTIES	N	N	-2
4000029	40	Oklahoma	(ILC) CHEROKEE COUNTY	N	N	-2
4000031	40	Oklahoma	(ILC) NEWNET 66	N	N	-2
4000032	40	Oklahoma	HYDRO-EAKLY	O	O	187.77126149
4000033	40	Oklahoma	KEYS	N	N	-2
4000044	40	Oklahoma	(ILC) FIVE-STAR	N	N	-2
4000047	40	Oklahoma	INDIAN CAPITAL- STILWELL	N	N	-2
4000048	40	Oklahoma	KIAMICHI TECH. CENTER- ATOKA	N	N	-2
4000049	40	Oklahoma	WESTERN TECH. CTR- SAYRE	N	N	-2
4000050	40	Oklahoma	KIAMICHI TECH. CENTER- DURANT	N	N	-2
4000051	40	Oklahoma	CADDO-KIOWA TECHNOLOGY CENTER	N	N	-2
4000052	40	Oklahoma	CANADIAN VALLEY- EL RENO	N	N	-2
4000053	40	Oklahoma	SOUTHERN OKLA. TECHNOLOGY CTR	N	N	-2
4000054	40	Oklahoma	INDIAN CAPITAL- TAHLEQUAH	N	N	-2
4000055	40	Oklahoma	KIAMICHI TECH. CENTER- HUGO	N	N	-2
4000056	40	Oklahoma	MOORE NORMAN TECHNOLOGY CENTER	N	N	-2
4000057	40	Oklahoma	GREAT PLAINS- LAWTON	N	N	-2
4000058	40	Oklahoma	CENTRAL TECH	N	N	-2
4000060	40	Oklahoma	NORTHEAST TECH. CENTER- EAST	N	N	-2
4000061	40	Oklahoma	AUTRY TECHNOLOGY CENTER	N	N	-2
4000062	40	Oklahoma	CANADIAN VALLEY- CHICKASHA	N	N	-2
4000063	40	Oklahoma	LAKESIDE SCHOOL	N	N	-2
4000064	40	Oklahoma	KIAMICHI TECH. CENTER- STIGLER	N	N	-2
4000065	40	Oklahoma	WES WATKINS TECHNOLOGY CENTER	N	N	-2
4000066	40	Oklahoma	SOUTHWEST TECHNOLOGY CENTER	N	N	-2
4000067	40	Oklahoma	PIONEER TECHNOLOGY CENTER	N	N	-2
4000068	40	Oklahoma	CHISHOLM TRAIL TECHNOLOGY CTR	N	N	-2
4000069	40	Oklahoma	KIAMICHI TECH. CENTER- TALIHINA	N	N	-2
4000070	40	Oklahoma	KIAMICHI TECH. CENTER- POTEAU	N	N	-2
4000071	40	Oklahoma	NORTHWEST TECH. CENTER- FAIRVIEW	N	N	-2
4000072	40	Oklahoma	NORTHEAST TECH. CENTER- SOUTH	N	N	-2
4000073	40	Oklahoma	MID-AMERICA TECHNOLOGY CENTER	N	N	-2
4000074	40	Oklahoma	KIAMICHI TECH. CENTER- IDABEL	N	N	-2
4000075	40	Oklahoma	OKLAHOMA SCHOOL FOR THE DEAF	N	N	-2
4000076	40	Oklahoma	PARKVIEW-OK. SCH FOR THE BLIND	N	N	-2
4000077	40	Oklahoma	INDIAN CAPITAL TECHNOLOGY CTR	N	N	-2
4000078	40	Oklahoma	FRANCIS TUTTLE	N	N	-2
4000079	40	Oklahoma	METRO TECH	N	N	-2
4000080	40	Oklahoma	EASTERN OKLA COUNTY TECH. CTR	N	N	-2
4000081	40	Oklahoma	MID-DEL TECHNOLOGY CENTER	N	N	-2
4000082	40	Oklahoma	GREEN COUNTRY TECHNOLOGY CTR	N	N	-2
4000083	40	Oklahoma	NORTHEAST TECH. CENTER- NORTH	N	N	-2
4000084	40	Oklahoma	MERIDIAN TECHNOLOGY CENTER	N	N	-2
4000085	40	Oklahoma	OKLA DEPT OF CAREER TECH ED	N	N	-2
4000086	40	Oklahoma	KIAMICHI TECH. CENTER- MCALESTER	N	N	-2
4000087	40	Oklahoma	PONTOTOC TECHNOLOGY CENTER	N	N	-2
4000088	40	Oklahoma	GORDON COOPER TECHNOLOGY CTR	N	N	-2
4000089	40	Oklahoma	INDIAN CAPITAL- SALLISAW	N	N	-2
4000090	40	Oklahoma	RED RIVER TECHNOLOGY CENTER	N	N	-2
4000091	40	Oklahoma	GREAT PLAINS- FREDERICK	N	N	-2
4000092	40	Oklahoma	TULSA TECHNOLOGY CENTER	N	N	-2
4000093	40	Oklahoma	TRI-COUNTY TECHNOLOGY CENTER	N	N	-2
4000094	40	Oklahoma	WESTERN TECH. CTR- BURNS FLAT	N	N	-2
4000095	40	Oklahoma	NORTHWEST TECH. CENTER- ALVA	N	N	-2
4000096	40	Oklahoma	HIGH PLAINS TECH	N	N	-2
4000099	40	Oklahoma	(ILC) CHOCTAW NATION	N	N	-2
4000750	40	Oklahoma	BOLEY	N	N	-2
4002370	40	Oklahoma	ACHILLE	20460	Durant, OK Micropolitan Statistical Area	160.42110388
4002430	40	Oklahoma	ADA	10220	Ada, OK Micropolitan Statistical Area	13.67277609
4002460	40	Oklahoma	ADAIR	O	O	153.26402671
4002520	40	Oklahoma	AFTON	O	O	47.358278494
4002520	40	Oklahoma	AFTON	33060	Miami, OK Micropolitan Statistical Area	57.126195565
4002550	40	Oklahoma	AGRA	36420	Oklahoma City, OK Metropolitan Statistical Area	54.500311198
4002580	40	Oklahoma	ALBION	O	O	99.863363846
4002670	40	Oklahoma	ALEX	O	O	0.1656239334
4002670	40	Oklahoma	ALEX	36420	Oklahoma City, OK Metropolitan Statistical Area	143.3969528
4002720	40	Oklahoma	ALINE-CLEO	O	O	193.1723618
4002760	40	Oklahoma	ALLEN	10220	Ada, OK Micropolitan Statistical Area	65.055163576
4002760	40	Oklahoma	ALLEN	O	O	92.106587753
4002790	40	Oklahoma	ALLEN-BOWDEN	46140	Tulsa, OK Metropolitan Statistical Area	9.8358687376
4002850	40	Oklahoma	ALTUS	11060	Altus, OK Micropolitan Statistical Area	244.27410938
4002880	40	Oklahoma	ALVA	O	O	632.60689277
4002910	40	Oklahoma	AMBER-POCASSET	36420	Oklahoma City, OK Metropolitan Statistical Area	146.00960777
4003000	40	Oklahoma	ANADARKO	O	O	109.17470235
4003010	40	Oklahoma	ANDERSON	46140	Tulsa, OK Metropolitan Statistical Area	29.208881277
4003060	40	Oklahoma	ANTLERS	O	O	323.76928503
4003120	40	Oklahoma	ARAPAHO	O	O	110.658649
4003180	40	Oklahoma	ARDMORE	11620	Ardmore, OK Micropolitan Statistical Area	26.44272985
4003210	40	Oklahoma	ARKOMA	22900	Fort Smith, AR-OK Metropolitan Statistical Area	3.5504600794
4003240	40	Oklahoma	ARNETT	49260	Woodward, OK Micropolitan Statistical Area	21.118561553
4003240	40	Oklahoma	ARNETT	O	O	519.45093491
4003300	40	Oklahoma	ASHER	10220	Ada, OK Micropolitan Statistical Area	4.0376719892
4003300	40	Oklahoma	ASHER	36420	Oklahoma City, OK Metropolitan Statistical Area	7.8229763999
4003300	40	Oklahoma	ASHER	43060	Shawnee, OK Micropolitan Statistical Area	52.396733112
4003360	40	Oklahoma	ATOKA	O	O	124.25134788
4003450	40	Oklahoma	AVANT	12780	Bartlesville, OK Micropolitan Statistical Area	1.1323577561
4003450	40	Oklahoma	AVANT	46140	Tulsa, OK Metropolitan Statistical Area	69.544868934
4003510	40	Oklahoma	BALKO	O	O	441.05768868
4003540	40	Oklahoma	BANNER	36420	Oklahoma City, OK Metropolitan Statistical Area	40.356010916
4003570	40	Oklahoma	BARNSDALL	46140	Tulsa, OK Metropolitan Statistical Area	148.18696187
4003630	40	Oklahoma	BARTLESVILLE	46140	Tulsa, OK Metropolitan Statistical Area	14.918702326
4003630	40	Oklahoma	BARTLESVILLE	12780	Bartlesville, OK Micropolitan Statistical Area	82.143135412
4003660	40	Oklahoma	BATTIEST	O	O	395.60811788
4003690	40	Oklahoma	BEARDEN	O	O	70.767875758
4003750	40	Oklahoma	BEAVER	O	O	304.57886098
4003810	40	Oklahoma	BEGGS	46140	Tulsa, OK Metropolitan Statistical Area	169.78400788
4003840	40	Oklahoma	BELFONTE	22900	Fort Smith, AR-OK Metropolitan Statistical Area	40.985775224
4003870	40	Oklahoma	BELL	O	O	61.586695382
4003930	40	Oklahoma	BENNINGTON	20460	Durant, OK Micropolitan Statistical Area	156.13094539
4004020	40	Oklahoma	BERRYHILL	46140	Tulsa, OK Metropolitan Statistical Area	8.8684055679
4004110	40	Oklahoma	BETHANY	36420	Oklahoma City, OK Metropolitan Statistical Area	0.7133434595
4004230	40	Oklahoma	BETHEL	43060	Shawnee, OK Micropolitan Statistical Area	53.98412734
4004350	40	Oklahoma	BIG PASTURE	O	O	198.3413205
4004360	40	Oklahoma	BILLINGS	38620	Ponca City, OK Micropolitan Statistical Area	13.718955069
4004360	40	Oklahoma	BILLINGS	21420	Enid, OK Micropolitan Statistical Area	32.391868611
4004360	40	Oklahoma	BILLINGS	O	O	137.00877842
4004470	40	Oklahoma	BISHOP	30020	Lawton, OK Metropolitan Statistical Area	7.3114956517
4004500	40	Oklahoma	BIXBY	46140	Tulsa, OK Metropolitan Statistical Area	57.132004087
4004630	40	Oklahoma	BLACKWELL	38620	Ponca City, OK Micropolitan Statistical Area	114.5011417
4004650	40	Oklahoma	BLAIR	O	O	22.303702179
4004650	40	Oklahoma	BLAIR	11060	Altus, OK Micropolitan Statistical Area	35.991750541
4004680	40	Oklahoma	BLANCHARD	36420	Oklahoma City, OK Metropolitan Statistical Area	61.92973481
4004830	40	Oklahoma	BLUEJACKET	O	O	168.15864861
4004860	40	Oklahoma	BOISE CITY	O	O	890.42848963
4004950	40	Oklahoma	BOKOSHE	22900	Fort Smith, AR-OK Metropolitan Statistical Area	58.27955921
4005000	40	Oklahoma	BOLEY	O	O	63.655384118
4005010	40	Oklahoma	BOONE-APACHE	30020	Lawton, OK Metropolitan Statistical Area	19.687548745
4005010	40	Oklahoma	BOONE-APACHE	O	O	116.05525277
4005040	40	Oklahoma	BOSWELL	20460	Durant, OK Micropolitan Statistical Area	4.1884244251
4005040	40	Oklahoma	BOSWELL	O	O	173.43828774
4005130	40	Oklahoma	BOWLEGS	O	O	55.746929716
4005160	40	Oklahoma	BOWRING	46140	Tulsa, OK Metropolitan Statistical Area	271.73184432
