leaid	FIPST	STNAME	LEANAME07	CDID07	CDAREA07
0400207	04	Arizona	VECHIJ HIMDAG ALTERNATIVE SCHOOL  INC.	N	-2
0400208	04	Arizona	MOUNTAIN OAK CHARTER SCHOOL  INC DBA MOUNTAIN OAK CHARTER SC	N	-2
0400209	04	Arizona	PARK VIEW SCHOOL  INC.	N	-2
0400210	04	Arizona	PAINTED PONY RANCH CHARTER SCHOOL	N	-2
0400211	04	Arizona	MARY ELLEN HALVORSON EDUCATIONAL FOUNDATION. DBA: TRI-CITY P	N	-2
0400212	04	Arizona	BENSON UNIFIED SCHOOL DISTRICT	0408	585.00855139
0400213	04	Arizona	PAINTED DESERT DEMONSTRATION PROJECTS  INC.	N	-2
0400214	04	Arizona	SHELBY SCHOOL THE	N	-2
0400216	04	Arizona	PRECISION ACADEMY SYSTEMS  INC	N	-2
0400217	04	Arizona	LITTLE LAMB COMMUNITY SCHOOL	N	-2
0400218	04	Arizona	AMERICAN BASIC SCHOOLS LLC	N	-2
0400219	04	Arizona	CAREER SUCCESS SCHOOLS	N	-2
0400221	04	Arizona	SCOTTSDALE EDUCATIONAL ENRICHMENT PUBLIC CHARTER HIGH SCHOOL	N	-2
0400223	04	Arizona	DAISY EDUCATION CORPORATION	N	-2
0400225	04	Arizona	HORIZON COMMUNITY LEARNING CENTER  INC.	N	-2
0400227	04	Arizona	SOUTH POINTE PUBLIC CHARTER MIDDLE SCHOOL	N	-2
0400229	04	Arizona	MILESTONES CHARTER SCHOOL	N	-2
0400230	04	Arizona	PATHFINDER CHARTER SCHOOL FOUNDATION	N	-2
0400231	04	Arizona	JAMES MADISON PREPARATORY SCHOOL	N	-2
0400232	04	Arizona	SELF DEVELOPMENT CHARTER SCHOOL	N	-2
0400234	04	Arizona	ACADEMY OF ARIZONA	N	-2
0400235	04	Arizona	EXCALIBUR CHARTER SCHOOL INC	N	-2
0400236	04	Arizona	MISSION CHARTER SCHOOL  INC.	N	-2
0400237	04	Arizona	PARAMOUNT EDUCATION STUDIES INC	N	-2
0400238	04	Arizona	METROPOLITAN ARTS INSTITUTE  INC.	N	-2
0400239	04	Arizona	P.L.C. CHARTER SCHOOLS	N	-2
0400240	04	Arizona	FRANKLIN ARTS ACADEMIES	N	-2
0400241	04	Arizona	PARAGON MANAGEMENT  INC.	N	-2
0400243	04	Arizona	SKYLINE TECHNICAL HIGH SCHOOL	N	-2
0400244	04	Arizona	CHOICE EDUCATION AND DEVELOPMENT CORPORATION - SEQUOIA CHART	N	-2
0400245	04	Arizona	CHOICE EDUCATION AND DEVELOPMENT CORPORATION - LEARNING CROS	N	-2
0400246	04	Arizona	CHOICE EDUCATION AND DEVELOPMENT CORPORATION - SEQUOIA VILLA	N	-2
0400248	04	Arizona	TELESIS CENTER FOR LEARNING  INC.	N	-2
0400249	04	Arizona	E.A.G.L.E. ACADEMY  INC.	N	-2
0400250	04	Arizona	DESERT TECHNOLOGY SCHOOLS  INC.	N	-2
0400252	04	Arizona	LITTLE SINGER COMMUNITY SCHOOL BOARD INC.	N	-2
0400253	04	Arizona	CESAR CHAVEZ LEARNING COMMUNITY  INC.	N	-2
0400254	04	Arizona	SOUTHERN ARIZONA COMMUNITY ACADEMY  INC.	N	-2
0400255	04	Arizona	TUCSON COUNTRY DAY SCHOOL  INC.	N	-2
0400256	04	Arizona	MULTIDIMENSIONAL LITERACY CORP.	N	-2
0400257	04	Arizona	CHILDRENS SUCCESS ACADEMY	N	-2
0400258	04	Arizona	CARDEN OF TUCSON  INC.	N	-2
0400259	04	Arizona	SOUTHGATE ACADEMY  INC.	N	-2
0400260	04	Arizona	TAG ELEMENTARY  INC.	N	-2
0400261	04	Arizona	EASTPOINTE HIGH SCHOOL  INC.	N	-2
0400263	04	Arizona	PATAGONIA MONTESSORI ELEMENTARY SCHOOL	N	-2
0400264	04	Arizona	SANTA CRUZ VALLEY OPPORTUNITIES IN EDUCATION  INC.	N	-2
0400266	04	Arizona	PACE PREPARATORY ACADEMY  INC.	N	-2
0400267	04	Arizona	KESTREL SCHOOLS  INC.	N	-2
0400268	04	Arizona	JUNIPER TREE ACADEMY	N	-2
0400273	04	Arizona	GAR  LLC DBA STUDENT CHOICE HIGH SCHOOL	N	-2
0400274	04	Arizona	AIBT NON-PROFIT CHARTER HIGH SCHOOL - PHOENIX	N	-2
0400275	04	Arizona	HIGHLAND FREE SCHOOL	N	-2
0400276	04	Arizona	ACADEMY WITH COMMUNITY PARTNERS  INC	N	-2
0400277	04	Arizona	YOUNGTOWN PUBLIC CHARTER SCHOOL	N	-2
0400278	04	Arizona	DEER VALLEY CHARTER SCHOOLS  INC.	N	-2
0400279	04	Arizona	WEST GILBERT CHARTER ELEMENTARY SCHOOL  INC.	N	-2
0400280	04	Arizona	MOHAVE ACCELERATED LEARNING CENTER	N	-2
0400281	04	Arizona	MASADA CHARTER SCHOOL  INC.	N	-2
0400282	04	Arizona	HARVEST POWER COMMUNITY DEVELOPMENT GROUP  INC.	N	-2
0400283	04	Arizona	OLD PUEBLO CHILDREN'S ACADEMY	N	-2
0400284	04	Arizona	OMEGA ALPHA ACADEMY	N	-2
0400285	04	Arizona	MONTESSORI HOUSE  INC.	N	-2
0400286	04	Arizona	ADVANCED EDUCATION SERVICES	N	-2
0400287	04	Arizona	AIR ACADEMY CHARTER HIGH SCHOOL	N	-2
0400288	04	Arizona	PREMIER CHARTER HIGH SCHOOL	N	-2
0400290	04	Arizona	PAN-AMERICAN ELEMENTARY CHARTER	N	-2
0400295	04	Arizona	KINGMAN UNIFIED SCHOOL DISTRICT	0402	3019.2191748
0400296	04	Arizona	EL CENTRO FOR THE STUDY OF PRIMARY AND SECONDARY EDUCATION	N	-2
0400297	04	Arizona	SIERRA SUMMIT ACADEMY	N	-2
0400298	04	Arizona	LEGACY SCHOOLS	N	-2
0400299	04	Arizona	VISIONS UNLIMITED ACADEMY  INC.	N	-2
0400300	04	Arizona	TWENTY FIRST CENTURY CHARTER SCHOOLS  INC.	N	-2
0400303	04	Arizona	NORTH STAR CHARTER SCHOOL  INC.	N	-2
0400310	04	Arizona	CARDEN ELEMENTARY SCHOOL	N	-2
0400311	04	Arizona	E-INSTITUTE CHARTER SCHOOLS  INC.	N	-2
0400312	04	Arizona	IRA H. HAYES MEMORIAL APPLIED LEARNING CENTER  INC.	N	-2
0400313	04	Arizona	NEW VISIONS ACADEMY  INC.	N	-2
0400314	04	Arizona	DEVELOPING INNOVATIONS IN NAVAJO EDUCATION  INC. (DINE  INC.	N	-2
0400315	04	Arizona	YAVAPAI ACCOMMODATION SCHOOL DISTRICT	N	-2
0400316	04	Arizona	COBRE VALLEY INSTITUTE OF TECHNOLOGY DISTRICT	N	-2
0400317	04	Arizona	KHALSA FAMILY SERVICES	N	-2
0400318	04	Arizona	APRENDER TUCSON	N	-2
0400319	04	Arizona	TLC CHARTER SCHOOLS  INC	N	-2
0400320	04	Arizona	ACORN MONTESSORI CHARTER SCHOOL	N	-2
0400321	04	Arizona	PINNACLE EDUCATION-WMCB  INC.	N	-2
0400322	04	Arizona	DESERT ROSE ACADEMY INC.	N	-2
0400323	04	Arizona	CROWN CHARTER SCHOOL  INC	N	-2
0400324	04	Arizona	ARIZONA SCHOOL FOR INTEGRATED ACADEMICS AND TECHNOLOGIES  IN	N	-2
0400325	04	Arizona	SUPERIOR SCHOOL	N	-2
0400326	04	Arizona	SUCCESS SCHOOL	N	-2
0400327	04	Arizona	POINTE EDUCATIONAL SERVICES	N	-2
0400328	04	Arizona	CENTER FOR CREATIVE EDUCATION  INC	N	-2
0400329	04	Arizona	PRIMAVERA TECHNICAL LEARNING CENTER	N	-2
0400330	04	Arizona	COMPASS HIGH SCHOOL  INC.	N	-2
0400332	04	Arizona	JAMES SANDOVAL PREPARATORY HIGH SCHOOL	N	-2
0400334	04	Arizona	WESTWIND MIDDLE SCHOOL ACADEMY	N	-2
0400337	04	Arizona	ACADEMY OF HOPE  THE	N	-2
0400338	04	Arizona	ACCELERATED LEARNING CHARTER SCHOOL  INC.	N	-2
0400339	04	Arizona	DESTINY SCHOOL  INC.	N	-2
0400340	04	Arizona	NOAH WEBSTER BASIC SCHOOL	N	-2
0400341	04	Arizona	VALLEY ACADEMY FOR CAREER AND TECHNOLOGY EDUCATION	N	-2
0400343	04	Arizona	GRIFFIN FOUNDATION  INC. THE	N	-2
0400344	04	Arizona	PATHWAYS KM CHARTER SCHOOLS  INC	N	-2
0400345	04	Arizona	COCHISE TECHNOLOGY DISTRICT	N	-2
0400347	04	Arizona	COCONINO ASSOCIATION FOR VOCATION INDUSTRY AND TECHNOLOGY	N	-2
0400348	04	Arizona	CENTRAL ARIZONA VALLEY INSTITUTE OF TECHNOLOGY	N	-2
0400349	04	Arizona	GILA INSTITUTE FOR TECHNOLOGY	N	-2
0400350	04	Arizona	PEAK SCHOOL INC.  THE	N	-2
0400351	04	Arizona	APEX PUBLIC CHARTER ACADEMY DBA APEX PUBLIC ACADEMY	N	-2
0400352	04	Arizona	AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. ESTRELLA HIGH SCH	N	-2
0400353	04	Arizona	AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. PEORIA ACCELERATE	N	-2
0400354	04	Arizona	AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. SUN VALLEY HIGH S	N	-2
0400355	04	Arizona	AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. WEST PHOENIX HIGH	N	-2
0400356	04	Arizona	NOSOTROS  INC	N	-2
0400357	04	Arizona	AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. APACHE TRAIL HIGH	N	-2
0400359	04	Arizona	CHALLENGER BASIC SCHOOL  INC DBA CHALLENGER BASIC SCHOOL	N	-2
0400360	04	Arizona	SIERRA OAKS SCHOOL  INC	N	-2
0400361	04	Arizona	ARIZONA COMMUNITY DEVELOPMENT CORPORATION	N	-2
0400362	04	Arizona	ASCENDING ROOTS SCHOLASTIC & ATHLETIC PREMISE	N	-2
0400363	04	Arizona	SC JENSEN CORPORATION  INC. DBA INTELLI-SCHOOL	N	-2
0400364	04	Arizona	PAS CHARTER  INC.  DBA INTELLI-SCHOOL	N	-2
0400365	04	Arizona	YCFA ACHIEVE ACADEMY DBA YCFA ACHIEVE ACADEMY	N	-2
0400366	04	Arizona	VALLEY OF THE SUN WALDORF EDUCATION ASSOCIATION  DBA DESERT	N	-2
0400367	04	Arizona	PIMA PREVENTION PARTNERSHIP DBA PIMA PARTNERSHIP SCHOOL  THE	N	-2
0400368	04	Arizona	ACADEMY OF MATH AND SCIENCE  INC.	N	-2
0400370	04	Arizona	MIDTOWN PRIMARY SCHOOL	N	-2
0400372	04	Arizona	AIR ACADEMY CHARTER HIGH SCHOOL DBA THOMAS JEFFERSON HIGH SC	N	-2
0400373	04	Arizona	TUCSON INTERNATIONAL ACADEMY  INC.	N	-2
0400374	04	Arizona	BELL CANYON CHARTER SCHOOL  INC	N	-2
0400375	04	Arizona	SIERRA VISTA CHARTER SCHOOL  INC.	N	-2
0400376	04	Arizona	CORTEZ PARK CHARTER MIDDLE SCHOOL  INC.	N	-2
0400377	04	Arizona	WEST GILBERT CHARTER MIDDLE SCHOOL  INC.	N	-2
0400378	04	Arizona	GILA EDUCATIONAL GROUP DBA GILA PREPARATORY ACADEMY	N	-2
0400379	04	Arizona	FLAGSTAFF UNIFIED SCHOOL DISTRICT CHARTER SCHOOL BOARD  INC	N	-2
0400380	04	Arizona	4-WINDS ACADEMY  INCORPORATED DBA 4-WINDS ACADEMY	N	-2
0400381	04	Arizona	CARPE DIEM COLLEGIATE HIGH SCHOOL	N	-2
0400382	04	Arizona	CALLI OLLIN ACADEMY DBA TOLTECALLI ACADEMY	N	-2
0400383	04	Arizona	LIFE SKILLS CENTER OF ARIZONA  INC. DBA LIFE SKILLS CENTER O	N	-2
0400384	04	Arizona	AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. DESERT HILLS HIGH	N	-2
0400385	04	Arizona	AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. OCOTILLO HIGH SCH	N	-2
0400386	04	Arizona	SUMMIT PUBLIC CHARTER HIGH SCHOOL	N	-2
0400387	04	Arizona	TEMPE ACCELERATED PUBLIC CHARTER HIGH SCHOOL	N	-2
0400388	04	Arizona	TUCSON ACCELERATED PUBLIC CHARTER HIGH SCHOOL	N	-2
0400389	04	Arizona	MAYA PUBLIC CHARTER HIGH SCHOOL	N	-2
0400390	04	Arizona	CAMELBACK EDUCATION  INC	N	-2
0400391	04	Arizona	VISTA CHARTER SCHOOL	N	-2
0400392	04	Arizona	SUNNYSIDE CHARTER AND MONTESSORI SCHOOL	N	-2
0400393	04	Arizona	LIFELONG LEARNING RESEARCH INSTITUTE  INC DBA LIFELONG LEARN	N	-2
0400394	04	Arizona	AVONDALE LEARNING DBA PRECISION ACADEMY	N	-2
0400395	04	Arizona	LEAD CHARTER SCHOOLS	N	-2
0400396	04	Arizona	ALL ABOARD CHARTER SCHOOL DBA ALL ABOARD CHARTER SCHOOL	N	-2
0400397	04	Arizona	CAFA  INC.	N	-2
0400398	04	Arizona	FOUNDING FATHERS ACADEMIES  INC	N	-2
0400399	04	Arizona	MONTESSORI ACADEMY  INC. MONTESSORI ACADEMY	N	-2
0400401	04	Arizona	NEW WORLD EDUCATIONAL CENTER	N	-2
0400402	04	Arizona	CHOLLA ACADEMY	N	-2
0400403	04	Arizona	AKIMEL O OTHAM PEE POSH CHARTER SCHOOL  INC.	N	-2
0400404	04	Arizona	AKIMEL O'OTHAM PEE POSH CHARTER SCHOOL  INC.	N	-2
0400405	04	Arizona	CORNERSTONE CHARTER SCHOOL INC	N	-2
0400406	04	Arizona	HAPPY VALLEY SCHOOL  INC.	N	-2
0400407	04	Arizona	TUCSON SMALL SCHOOL PROJECT	N	-2
0400409	04	Arizona	SATORI  INC.	N	-2
0400410	04	Arizona	ARIZONA UPGRADE ACADEMY  INC.	N	-2
0400412	04	Arizona	E-CADEMIE  A CHARTER SCHOOL	N	-2
0400413	04	Arizona	MOHAVE ACCELERATED ELEMENTARY SCHOOL  INC.	N	-2
0400414	04	Arizona	ACADEMY OF BUILDING INDUSTRIES  INC.	N	-2
0400415	04	Arizona	ARIZONA MONTESSORI CHARTER SCHOOL AT ANTHEM	N	-2
0400416	04	Arizona	STARSHINE ACADEMY	N	-2
0400417	04	Arizona	ARIZONA AGRIBUSINESS & EQUINE CENTER  INC	N	-2
0400418	04	Arizona	AHWATUKEE FOOTHILLS PREP  INC.	N	-2
0400419	04	Arizona	GILA COUNTY REGIONAL SCHOOL DISTRICT	N	-2
0400420	04	Arizona	NEW CENTURY EDUCATIONAL MANAGEMENT SERVICES	N	-2
0400421	04	Arizona	ESPERANZA COMMUNITY COLLEGIAL ACADEMY	N	-2
0400422	04	Arizona	FRANKLIN HIGH SCHOOL	N	-2
0400423	04	Arizona	LEGACY EDUCATION GROUP	N	-2
0400424	04	Arizona	ROSEFIELD CHARTER ELEMENTARY SCHOOL  INC.	N	-2
0400425	04	Arizona	EAST MESA CHARTER ELEMENTARY SCHOOL  INC.	N	-2
0400426	04	Arizona	ARIZONA AGRIBUSINESS & EQUINE CENTER  INC.	N	-2
0400427	04	Arizona	ARIZONA CONNECTIONS ACADEMY CHARTER SCHOOL  INC.	N	-2
0400429	04	Arizona	COUNTRY GARDENS EDUCATIONAL SERVICES  LLC	N	-2
0400430	04	Arizona	BEGINNING ACADEMY  INC.	N	-2
0400431	04	Arizona	A CHILD'S VIEW SCHOOL  INC.	N	-2
0400432	04	Arizona	PPEP & AFFILIATES  INC. DBA ARIZONA VIRTUAL ACADEMY	N	-2
0400433	04	Arizona	EL PUEBLO INTEGRAL - TEACHING & LEARNING COLLABORATIVE	N	-2
0400434	04	Arizona	SANTA CRUZ COUNTY REGIONAL SCHOOL DISTRICT	N	-2
0400436	04	Arizona	WILDCAT SECONDARY SCHOOL	N	-2
0400437	04	Arizona	NAZLINI COMMUNITY SCHOOL  INC.	N	-2
0400438	04	Arizona	IMAGINE CHARTER ELEMENTARY AT DESERT WEST  INC.	N	-2
0400439	04	Arizona	DESERT STAR COMMUNITY SCHOOL  INC.	N	-2
0400440	04	Arizona	CHANDLER PREPARATORY ACADEMY	N	-2
0400441	04	Arizona	IMAGINE MIDDLE AT SURPRISE  INC.	N	-2
0400442	04	Arizona	IMAGINE MIDDLE AT EAST MESA  INC.	N	-2
0400443	04	Arizona	ADVENTURE ACADEMIES OF AMERICA	N	-2
0400444	04	Arizona	PRESCOTT VALLEY CHARTER SCHOOL	N	-2
0400445	04	Arizona	IMAGINE CHARTER ELEMENTARY AT CAMELBACK  INC.	N	-2
0400446	04	Arizona	IMAGINE ELEMENTARY AT TEMPE  INC.	N	-2
0400447	04	Arizona	AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. SOUTH RIDGE HIGH	N	-2
0400448	04	Arizona	DESERT SKY COMMUNITY SCHOOL  INC.	N	-2
0400449	04	Arizona	STARS PREP ACADEMY - SCOTTSDALE  INC.	N	-2
0400450	04	Arizona	AGUA FRIA UNION HIGH SCHOOL DISTRICT	0407	7.1257778028
0400450	04	Arizona	AGUA FRIA UNION HIGH SCHOOL DISTRICT	0402	87.397079446
0400451	04	Arizona	KIN DAH LICHII OLTA  INC.	N	-2
0400452	04	Arizona	HA:SAN EDUCATIONAL SERVICES	N	-2
0400453	04	Arizona	PINAL COUNTY JUVENILE DETENTION	N	-2
0400454	04	Arizona	GREENLEE JUVENILE DETENTION CENTER	N	-2
0400455	04	Arizona	ARIZONA STATE HOSPITAL	N	-2
0400456	04	Arizona	GRAHAM COUNTY JUVENILE DETENTION	N	-2
0400457	04	Arizona	COCHISE COUNTY JUVENILE DETENTION	N	-2
0400458	04	Arizona	YUMA COUNTY JUVENILE JUSTICE CENTER	N	-2
0400459	04	Arizona	MARICOPA COUNTY SHERIFFS OFFICE	N	-2
0400460	04	Arizona	YAVAPAI COUNTY JUVENILE DETENTION	N	-2
0400461	04	Arizona	MOHAVE COUNTY JUVENILE DETENTION	N	-2
0400462	04	Arizona	SANTA CRUZ COUNTY JUVENILE DETENTION	N	-2
0400463	04	Arizona	ARIZONA STATE SCHOOL FOR THE DEAF AND BLIND	N	-2
0400480	04	Arizona	AGUILA ELEMENTARY DISTRICT	0402	279.75643941
0400520	04	Arizona	AJO UNIFIED DISTRICT	0407	133.19622832
0400600	04	Arizona	ALHAMBRA ELEMENTARY DISTRICT	0403	0.3471996781
0400600	04	Arizona	ALHAMBRA ELEMENTARY DISTRICT	0404	12.334790354
0400607	04	Arizona	EAGLE ELEMENTARY DISTRICT	N	-2
0400608	04	Arizona	BASIS SCHOOL  INC.	N	-2
0400609	04	Arizona	BRADLEY ACADEMY OF EXCELLENCE  INC.	N	-2
0400610	04	Arizona	PARTNERSHIP WITH PARENTS  INC.  DBA DESERT HEIGHTS CHARTER S	N	-2
0400611	04	Arizona	NEW SAMARITAN HIGH SCHOOL	N	-2
0400612	04	Arizona	NORTHEAST ARIZONA TECHNOLOGICAL INSTITUTE OF VOCATIONAL EDUC	N	-2
0400613	04	Arizona	EDUCATIONAL IMPACT  INC.	N	-2
0400614	04	Arizona	MARICOPA COUNTY COMMUNITY COLLEGE DISTRICT ON BEHALF OF TEAC	N	-2
0400615	04	Arizona	WEST-MEC - WESTERN MARICOPA EDUCATION CENTER	N	-2
0400616	04	Arizona	NEW SCHOOL FOR THE ARTS MIDDLE SCHOOL	N	-2
0400617	04	Arizona	MONTEZUMA PUBLIC CHARTER MIDDLE SCHOOL	N	-2
0400618	04	Arizona	AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. SOUTH POINTE HIGH	N	-2
0400619	04	Arizona	AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. ALTA VISTA HIGH S	N	-2
0400620	04	Arizona	PINNACLE EDUCATION-MESA  INC.	N	-2
0400621	04	Arizona	PINNACLE EDUCATION-TEMPE  INC.	N	-2
0400622	04	Arizona	PINNACLE EDUCATION-WMAA  INC.	N	-2
0400623	04	Arizona	PINNACLE EDUCATION-FA  INC.	N	-2
0400624	04	Arizona	PINNACLE EDUCATION-DS  INC.	N	-2
0400625	04	Arizona	PINNACLE EDUCATION-KINO  INC.	N	-2
0400626	04	Arizona	PINNACLE EDUCATION-CASA GRANDE  INC.	N	-2
0400627	04	Arizona	HUMANISTIC EDUCATION AUTHENTIC RIGOROUS TRANSCENDENT	N	-2
0400629	04	Arizona	BACK-TO-BASICS SCHOOL	N	-2
0400630	04	Arizona	ALPINE ELEMENTARY DISTRICT	0401	174.86116808
0400631	04	Arizona	PATRIOT ACADEMY  INC.	N	-2
0400632	04	Arizona	COCHISE COMMUNITY DEVELOPMENT CORPORATION	N	-2
0400633	04	Arizona	CANYON ROSE ACADEMY  INC.	N	-2
0400634	04	Arizona	ALLSPORT ENTERPRISES  INC.	N	-2
0400635	04	Arizona	EDUCATIONAL ADMINISTRATIVE  SERVICES	N	-2
0400636	04	Arizona	BLUEPRINT EDUCATION	N	-2
0400637	04	Arizona	EDKEY  INC. - REDWOOD ACADEMY	N	-2
0400638	04	Arizona	EDKEY  INC. - PATHFINDER ACADEMY	N	-2
0400640	04	Arizona	CHOICE EDUCATION & DEVELOPMENT CORP. - SEQUOIA SCHOOL FOR TH	N	-2
0400641	04	Arizona	EDKEY  INC. - SEQUOIA RANCH SCHOOL	N	-2
0400642	04	Arizona	EXCEL EDUCATION CENTERS CHINO VALLEY  LLC	N	-2
0400643	04	Arizona	EXCEL EDUCATION CENTERS COTTONWOOD  LLC	N	-2
0400645	04	Arizona	EXCEL EDUCATION CENTERS PRESCOTT VALLEY  LLC	N	-2
0400646	04	Arizona	EXCEL EDUCATION CENTERS FORT MOHAVE  LLC	N	-2
0400647	04	Arizona	EXCEL EDUCATION CENTERS SAN CARLOS  LLC	N	-2
0400648	04	Arizona	EXCEL EDUCATION CENTERS FLAGSTAFF  LLC	N	-2
0400649	04	Arizona	HERITAGE ELEMENTARY SCHOOL	N	-2
0400650	04	Arizona	INTEGRITY EDUCATION CORPORATION	N	-2
0400653	04	Arizona	CHOICE EDUCATION AND DEVELOPMENT CORPORATION DBA ARIZONA CON	N	-2
0400654	04	Arizona	ACADEMIC AND PERSONAL EXCELLENCE  INC.	N	-2
0400655	04	Arizona	VERITAS PREPARATORY ACADEMY	N	-2
0400656	04	Arizona	RSD CHARTER SCHOOL  INC.	N	-2
0400680	04	Arizona	AMPHITHEATER UNIFIED DISTRICT	0407	3.3286474686
0400680	04	Arizona	AMPHITHEATER UNIFIED DISTRICT	0408	105.73361189
0400720	04	Arizona	ANTELOPE UNION HIGH SCHOOL DISTRICT	0407	3064.8430487
0400745	04	Arizona	CHARTER FOR EXCELLENCE	N	-2
0400746	04	Arizona	EDUPRIZE SCHOOLS  LLC	N	-2
0400747	04	Arizona	SCOTTSDALE PREPARATORY ACADEMY	N	-2
0400748	04	Arizona	SAGE ACADEMY  INC.	N	-2
0400749	04	Arizona	CHRISTOPHER VERDE SCHOOL DISTRICT	N	-2
0400750	04	Arizona	APACHE ELEMENTARY DISTRICT	0408	253.98254239
0400751	04	Arizona	CONCORDIA CHARTER SCHOOL  INC.	N	-2
0400752	04	Arizona	PIMA COUNTY JTED	N	-2
0400753	04	Arizona	AMBASSADOR ACADEMY	N	-2
0400754	04	Arizona	IMAGINE MIDDLE AT DESERT WEST  LLC	N	-2
0400755	04	Arizona	FREEDOM ACADEMY  INC.	N	-2
0400756	04	Arizona	IMAGINE MIDDLE AT CAMELBACK  LLC	N	-2
0400757	04	Arizona	MESA PREPARATORY ACADEMY  INC.	N	-2
0400758	04	Arizona	CANDEO SCHOOLS  INC.	N	-2
0400759	04	Arizona	ARIZONA ACADEMY OF LEADERSHIP  INC.	N	-2
0400790	04	Arizona	APACHE JUNCTION UNIFIED DISTRICT	0401	4.9530349175
0400790	04	Arizona	APACHE JUNCTION UNIFIED DISTRICT	0406	212.01158461
0400840	04	Arizona	ARLINGTON ELEMENTARY DISTRICT	0402	17.025652629
0400840	04	Arizona	ARLINGTON ELEMENTARY DISTRICT	0407	690.96841375
0400870	04	Arizona	ASH CREEK ELEMENTARY DISTRICT	0408	204.89089641
0400910	04	Arizona	ASH FORK JOINT UNIFIED DISTRICT	0401	375.19590361
0400960	04	Arizona	AVONDALE ELEMENTARY DISTRICT	0407	3.3120269283
0400960	04	Arizona	AVONDALE ELEMENTARY DISTRICT	0402	25.344000822
0401000	04	Arizona	BAGDAD UNIFIED DISTRICT	0401	476.12155076
0401050	04	Arizona	BALSZ ELEMENTARY DISTRICT	0405	3.7197017901
0401050	04	Arizona	BALSZ ELEMENTARY DISTRICT	0404	5.027445687
0401080	04	Arizona	BEAVER CREEK ELEMENTARY DISTRICT	0401	182.34007069
0401160	04	Arizona	BICENTENNIAL UNION HIGH SCHOOL DISTRICT	0402	330.22263115
0401160	04	Arizona	BICENTENNIAL UNION HIGH SCHOOL DISTRICT	0407	3469.8923705
0401180	04	Arizona	BISBEE UNIFIED DISTRICT	0408	273.84223286
0401230	04	Arizona	BLUE ELEMENTARY DISTRICT	0401	415.87039361
0401260	04	Arizona	BONITA ELEMENTARY DISTRICT	0401	619.85125568
0401290	04	Arizona	BOUSE ELEMENTARY DISTRICT	0407	685.75898769
0401330	04	Arizona	BOWIE UNIFIED DISTRICT	0408	395.66640193
0401380	04	Arizona	BUCKEYE ELEMENTARY DISTRICT	0402	45.618820628
0401380	04	Arizona	BUCKEYE ELEMENTARY DISTRICT	0407	141.5716069
0401410	04	Arizona	BUCKEYE UNION HIGH SCHOOL DISTRICT	0402	243.56542926
0401410	04	Arizona	BUCKEYE UNION HIGH SCHOOL DISTRICT	0407	978.53684033
0401460	04	Arizona	SIERRA VISTA UNIFIED DISTRICT	0408	107.99599651
0401500	04	Arizona	BULLHEAD CITY SCHOOL DISTRICT	0402	448.94571481
0401600	04	Arizona	CAMP VERDE UNIFIED DISTRICT	0401	432.24368993
0401650	04	Arizona	CANON ELEMENTARY DISTRICT	0401	153.12909017
0401680	04	Arizona	CARTWRIGHT ELEMENTARY DISTRICT	0402	0.0189541419
0401680	04	Arizona	CARTWRIGHT ELEMENTARY DISTRICT	0407	0.2846495814
0401680	04	Arizona	CARTWRIGHT ELEMENTARY DISTRICT	0404	13.788074694
0401710	04	Arizona	CASA GRANDE ELEMENTARY DISTRICT	0407	133.10910977
0401710	04	Arizona	CASA GRANDE ELEMENTARY DISTRICT	0401	224.48534009
0401740	04	Arizona	CASA GRANDE UNION HIGH SCHOOL DISTRICT	0401	318.66483976
0401740	04	Arizona	CASA GRANDE UNION HIGH SCHOOL DISTRICT	0407	980.757451
0401760	04	Arizona	CATALINA FOOTHILLS UNIFIED DISTRICT	0408	25.278308625
0401810	04	Arizona	CEDAR UNIFIED DISTRICT	0401	123.62697897
0401810	04	Arizona	CEDAR UNIFIED DISTRICT	0402	1113.5284851
0401830	04	Arizona	CHAMPIE ELEMENTARY DISTRICT	0402	19.860495879
0401830	04	Arizona	CHAMPIE ELEMENTARY DISTRICT	0401	326.90635478
0401870	04	Arizona	CHANDLER UNIFIED DISTRICT	0405	3.1611698587
0401870	04	Arizona	CHANDLER UNIFIED DISTRICT	0406	76.173506595
0401920	04	Arizona	CHEVELON BUTTE SCHOOL DISTRICT	0401	624.40742351
0401940	04	Arizona	CHINLE UNIFIED DISTRICT	0401	2266.1878908
0402110	04	Arizona	CLIFTON UNIFIED DISTRICT	0401	296.3696577
0402130	04	Arizona	COCHISE ELEMENTARY DISTRICT	0408	92.952218698
0402190	04	Arizona	CONCHO ELEMENTARY DISTRICT	0401	367.2881357
0402220	04	Arizona	CONGRESS ELEMENTARY DISTRICT	0401	936.50802822
